	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
net1_cond75	0.0850599	0.3007729	0.5838405	0.1679658	0.3714779	0.4510483	0.1970526	0.0998982	0.5793294	0.5447886	0.1274128	0.589921	0.1493575	0.0711066	0.3247952	0.6183191	0.2097885	0.7719535	0.2531245	0.2250056	0.0125432	0.6615183	0.232359	0.0002516	0.5236071	0.57533	0.5403202	0.6262817	0.547383	0.3532538	0.0110608	0.0436647	0.1480893	0.4411428	0.6949744	0.5336271	0.3541704	0.1543883	0.608776	0.5702711	0.1929091	0.0664786	0.0125306	0.2880143	0.2913947	0.0922618	0.2375532	0.6407156	0.0176638	0.0313603	0.4694579	0.6396189	0.0006553	0.0363845	0.5655593	0.2951617	0.4296597	0.1648962	0.6307241	0.0017355	0.1720608	0.4819612	0.3940284	0.526111	0.2139909	0.1119406	0.0369668	0.1886014	0.1089404	0.7508275	0.4806092	0.4551712	0.2031626	0.3522076	0.636146	0.0735453	0.2051379	0.2683401	0.5462982	0.4909587	0.5510143	0.6114305	0.3120826	0.0058608	0.0019663	0.463609	0.0980157	0.3318961	0.4528439	0.106088	0.2808379	0.5154543	0.0016494	0.0008205	0.5030521	0.1187069	0.3851212	0.3362797	0.0029276	0.5448932
net1_cond76	0.2877462	0.1931113	0.4032981	0.0786125	0.6326987	0.3935105	0.6407526	0.494715	0.7161999	0.4848424	0.3395137	0.2032568	0.1592306	0.0059432	0.3922021	0.5620967	0.1570136	0.6737581	0.512137	0.2361127	0.0399926	0.4920857	0.0646912	0.0553122	0.5739058	0.7264241	0.449765	0.6780032	0.4397865	0.3057701	0.0063097	0.0519962	0.0867142	0.5968809	0.5619159	0.6127024	0.2710773	0.2905732	0.2413304	0.6267492	0.2191628	0.0114587	0.1062354	0.0682459	0.1873852	0.0753355	0.0491285	0.6859112	0.190567	0.0014594	0.264503	0.6749593	3.12e-05	0.0411624	0.7006895	0.2091098	0.5297451	0.2983368	0.6796975	0.0548369	0.0281028	0.3219814	0.3838487	0.6386497	0.1563142	0.0271469	1.72e-05	0.1220927	0.1270796	0.1114096	0.6283241	0.2585075	0.1408452	0.4230391	0.5369922	0.2112234	0.194829	0.0868874	0.2513865	0.7326447	0.6597115	0.7006729	0.0410557	0.0247283	0.0002456	0.4883545	0.0009198	0.0605614	0.1441503	0.3763525	0.3842171	0.5680276	0.0043758	0.0025729	0.4497427	0.1660697	0.3350589	0.321221	0.001089	0.542093
net1_cond77	0.0758346	0.2150122	0.434116	0.1242182	0.5023014	0.2050918	0.4413794	0.5155213	0.6479679	0.2316056	0.0267265	0.3811699	0.253458	0.0295832	0.3260988	0.6423129	0.1424855	0.5966965	0.6753157	0.4734859	0.0666869	0.6611265	0.1415526	0.0003434	0.6064296	0.5754061	0.2838079	0.5869501	0.4327112	0.2058393	0.0287845	0.0221345	0.3039113	0.4199497	0.4546301	0.5616441	0.5095454	0.2309623	0.616709	0.7081063	0.5695605	0.3243876	0.0076038	0.3248625	0.2132277	0.0558222	0.3766665	0.7773523	0.0207498	0.0252211	0.3104262	0.6181606	0.0229673	0.0171805	0.2907821	0.1375489	0.3330888	0.0037353	0.6731807	0.0731447	0.0730654	0.6461082	0.4410129	0.6594079	0.057885	0.0688009	0.1369938	0.1218892	0.1415701	0.076672	0.664881	0.1191323	0.3925646	0.4014924	0.6573997	0.0013646	0.4536395	0.2314085	0.6931161	0.5944637	0.3797072	0.3697345	0.2692534	0.0072244	0.0011822	0.5384275	0.006249	0.0485639	0.2533666	0.4025847	0.4229467	0.6189006	0.0086346	0.0246091	0.3526621	0.0870947	0.3537193	0.1875686	0.0315243	0.537286
net1_cond78	0.5077041	0.3175659	0.381705	0.1448036	0.4650779	0.2658002	0.5572147	0.5350372	0.6608247	0.2691874	0.1514031	0.0859067	0.1490897	0.0480311	0.3986135	0.3675505	0.1243404	0.7018448	0.484475	0.4102642	0.0171339	0.661024	0.1781769	0.000738	0.7027738	0.5282487	0.3124081	0.7178322	0.4493904	0.3160683	0.0401692	0.0057938	0.1796001	0.531433	0.2403919	0.457135	0.2018628	0.5631836	0.5559218	0.5626598	0.2288381	0.0035213	0.01711	0.0618293	0.2473011	0.073844	0.103364	0.5011913	0.1114028	0.0355814	0.2634605	0.5477157	0.0174904	0.0056976	0.362933	0.1343562	0.3554108	0.1001485	0.6963606	0.0637976	0.1085605	0.5943466	0.4331517	0.6978535	0.203024	0.1223399	0.0700107	0.1498608	0.0322644	0.2849499	0.5162824	0.1719882	0.2621009	0.5565614	0.4575036	0.0004885	0.3843127	0.0855108	0.4014283	0.5256196	0.7242808	0.2351423	0.1877806	0.0044275	0.0001619	0.6492418	0.0048623	0.0914602	0.1567337	0.51104	0.3132662	0.638963	0.0126833	0.0151468	0.456947	0.123162	0.5032216	0.2796776	0.0268599	0.6058243
net1_cond79	0.1742664	0.107647	0.3644813	0.2016078	0.5416102	0.30143	0.6529683	0.5428806	0.5725161	0.2405735	0.4126087	0.3312055	0.3960397	0.1087789	0.4487329	0.6531087	0.1036562	0.8316339	0.3440348	0.19341	0.2656028	0.6360569	0.1759699	0.0325708	0.7154022	0.6284653	0.2909669	0.4704582	0.6569861	0.175201	0.0223591	0.0084147	0.3065038	0.575699	0.5736455	0.5467475	0.7640708	0.4261252	0.5419911	0.5196274	0.1957934	0.1590227	0.3683851	0.2596391	0.2635526	0.082536	0.2926297	0.5832424	0.1212196	0.0027208	0.1985858	0.6752884	0.011229	0.0389664	0.417434	0.1651182	0.512066	0.0063205	0.6479553	0.0578586	0.0417421	0.4149385	0.2638096	0.6222429	0.0679624	0.0814002	0.301736	0.1497957	0.1528383	0.0178018	0.4396853	0.2390668	0.0392855	0.3595979	0.4945452	0.0621639	0.4173753	0.1171232	0.5859795	0.4905137	0.5730813	0.448315	0.1979443	0.0039978	0.0051253	0.3717422	0.0040155	0.0927096	0.2548803	0.371254	0.3215177	0.5686463	0.0030153	0.0133025	0.3869875	0.4739016	0.2780309	0.5048351	0.0193402	0.7189875
net1_cond80	0.2584403	0.1219044	0.4902251	0.000669	0.2031137	0.3962937	0.5458453	0.5675259	0.4958269	0.3670858	0.0010526	0.3093371	0.0756674	0.0481386	0.3294106	0.6931512	0.3148474	0.0739125	0.6219029	0.43905	0.0053956	0.5887546	0.2543054	0.0249119	0.5198665	0.2481888	0.3964232	0.6075455	0.462566	0.4080178	0.0195905	0.0034297	0.1428332	0.5404517	0.5926513	0.4970931	0.6925012	0.1474608	0.5908402	0.5743506	0.2248288	0.1571337	0.0680374	0.2323089	0.3065453	0.0353953	0.0878447	0.6274451	0.1095038	0.0212544	0.2603944	0.5812432	0.0071227	0.0355913	0.3902689	0.1938491	0.3596683	0.1649039	0.4301817	0.003559	0.0586524	0.3422124	0.374766	0.7515065	0.2045303	0.0956975	0.1969382	0.1164884	0.1764128	0.039339	0.4944323	0.2735815	0.079962	0.1035543	0.3290416	0.2663987	0.2475334	0.0861618	0.6305504	0.5060809	0.665801	0.7022977	0.2258791	0.0055063	0.0193712	0.6809232	0.0009891	0.1148688	0.1395236	0.2715391	0.5711226	0.4900333	0.0963143	1.48e-05	0.3341145	0.5330621	0.2482916	0.4584879	0.0020048	0.5817942
net1_cond81	0.4265947	0.3987072	0.424486	0.0441469	0.4731556	0.4709198	0.6166747	0.190301	0.5488013	0.6028988	0.1771709	0.5504863	0.2901944	0.0260525	0.3087729	0.6671173	0.1931057	0.6097825	0.3858749	0.4353673	0.0013619	0.4803762	0.2257573	0.0011474	0.6016461	0.6698652	0.4475322	0.6021572	0.5458207	0.2265707	0.0122666	0.0217751	0.1589923	0.6018804	0.3054124	0.5896089	0.5035692	0.5227046	0.666166	0.5983693	0.4467957	0.0193397	0.0001319	0.1455032	0.2171751	0.0974527	0.0404302	0.6056128	0.07417	0.0028791	0.3273338	0.5937542	1.16e-05	0.0045156	0.5335037	0.1586961	0.2982734	0.0003185	0.5840273	0.0605065	0.2022791	0.4543464	0.6269521	0.5797787	0.1815341	0.132307	0.1655278	0.1838232	0.0915681	0.3037085	0.5222458	0.293825	0.1777751	0.5956608	0.5597775	5.26e-05	0.3443273	0.1390743	0.6559967	0.5401831	0.6058743	0.6567704	0.280407	0.0043153	0.000824	0.5524235	0.1733762	0.0541562	0.2129742	0.2133411	0.4493854	0.5759243	0.0701984	0.0257675	0.4507729	0.291874	0.3451467	0.3602705	0.0023061	0.6591752
net1_cond82	0.4039198	0.3399848	0.4501097	0.1878648	0.55996	0.4193348	0.6667176	0.5602943	0.5358414	0.3896042	0.0241226	0.0494151	0.4231897	0.0250802	0.1925225	0.5399063	0.1541091	0.676208	0.5022039	0.2638549	0.1922272	0.4907997	0.1963646	0.0003799	0.649863	0.6424353	0.5237364	0.5660223	0.654607	0.3762569	0.0231839	0.0398538	0.2967107	0.5251823	0.4793251	0.5885408	0.587209	0.3183956	0.5899744	0.5432199	0.2576465	0.1669526	0.1131363	0.1337988	0.2228321	0.1228722	0.0868602	0.6144936	0.0035887	0.026654	0.3521735	0.6230642	0.0013945	0.0253586	0.5139023	0.1795795	0.4167536	0.1848792	0.5696886	0.054596	0.1599567	0.2713294	0.3430433	0.5648346	0.075482	0.0745629	0.2277725	0.215913	0.1029254	0.0130868	0.4217761	0.097264	0.472909	0.5861795	0.4323277	0.0013141	0.5462197	0.2225386	0.7136029	0.5419568	0.6003586	0.6948658	0.0565898	0.0053502	0.0038958	0.7277721	0.0099688	0.1918211	0.4978607	0.2714321	0.3483177	0.6360897	0.0054395	0.0288506	0.4630474	0.2068455	0.3960897	0.3511065	0.0063598	0.5592765
net1_cond83	0.1809978	0.6396099	0.4085055	0.1646828	0.5733028	0.4352754	0.6596411	0.5381522	0.3969246	0.4630785	0.1143985	0.4044187	0.4316905	0.0736233	0.0081403	0.5081371	0.3677917	0.714377	0.346664	0.5729319	0.0300721	0.266546	0.1827866	0.0025264	0.5818044	0.6464477	0.534269	0.4598525	0.3430039	0.1760493	0.0020909	0.0209065	0.2482308	0.4070526	0.6263159	0.4101459	0.5570204	0.3335615	0.5340313	0.6015996	0.5296609	0.0059122	0.0031279	0.3209168	0.2365046	0.0844215	0.1836303	0.7125603	0.0277273	0.0173072	0.3890005	0.5912061	0.0221781	0.0766757	0.4813749	0.0606537	0.345315	0.1297816	0.674212	0.0721198	0.134867	0.5392121	0.3850114	0.6053662	0.0543233	0.0783735	0.1331805	0.1488747	0.0817256	0.008532	0.5456937	0.2182956	0.027799	0.5706761	0.4310213	0.0001401	0.5430236	0.168581	0.374691	0.5360548	0.4783986	0.6107376	0.2623453	0.0052793	0.0036758	0.5120282	0.000259	0.1161279	0.0231644	0.2252601	0.6428324	0.710886	0.0238781	5.92e-05	0.4224427	0.1519432	0.4004377	0.1060752	0.0350436	0.4735492
net1_cond84	0.1542295	0.2454853	0.2399095	0.1317487	0.1195172	0.4056817	0.6471009	0.5767029	0.5098222	0.3328056	0.1123183	0.2218921	0.1348309	0.0724662	0.490356	0.6746906	0.1811506	0.6624376	0.3215643	0.3831808	0.0233008	0.6333418	0.6063596	0.0001704	0.5715014	0.2315513	0.5277338	0.6122859	0.5997067	0.3028401	0.0109665	0.023037	0.319189	0.6553521	0.6664302	0.5270837	0.5066194	0.3753729	0.6542563	0.6369693	0.0033743	0.3288609	0.1710467	0.4387734	0.2758111	0.0811145	0.2088579	0.5398808	0.0071418	0.1689552	0.4165561	0.4635427	0.0298226	0.025102	0.4715778	0.2718137	0.2903622	0.0583701	0.0989359	0.0783808	0.154871	0.483929	0.3673386	0.3603866	0.0416588	0.0971516	0.1485314	0.0799263	0.5299012	0.013386	0.4851282	0.2570359	0.1370687	0.0298549	0.6295431	0.1674094	0.3766849	0.1451291	0.4384391	0.5220674	0.5205258	0.604755	0.2448669	0.0155797	0.0047366	0.6524845	0.0083303	0.4139056	0.3891429	0.484504	0.384852	0.5437955	0.0018992	0.0252545	0.5024993	0.2215746	0.4418439	0.1335685	0.0610743	0.6150441
net1_cond85	0.4841539	0.2122573	0.3871118	0.0306819	0.4338278	0.3060024	0.2243522	0.2364844	0.4701377	0.4918175	0.1399049	0.556272	0.2658538	0.094339	0.3565703	0.5709996	0.1628012	0.6572316	0.3079283	0.4396038	0.2686615	0.617158	0.1972509	0.0007666	0.7037554	0.6519145	0.484626	0.6081052	0.4368041	0.3857714	0.0091831	0.0425797	0.0727878	0.6224014	0.5904449	0.6334632	0.5360808	0.1377561	0.6697241	0.5067668	0.1909434	0.0993122	0.2809405	0.5237921	0.364712	0.0730675	0.2872087	0.589101	0.1800204	0.0003969	0.4104829	0.7134252	0.0127046	0.0387123	0.3354419	0.1674814	0.4439385	0.0110779	0.7424785	0.0834523	0.1290896	0.4456479	0.4118217	0.5797513	0.1595458	0.122744	0.1472874	0.2194899	0.0644844	0.5176406	0.5462949	0.4757351	0.0647801	0.5868979	0.572296	0.1208639	0.1242005	0.200074	0.7006397	0.4919018	0.6661766	0.7037476	0.2008571	0.0118258	0.0052145	0.6613536	0.161287	0.6176404	0.0694092	0.3133468	0.3558637	0.6860368	0.053445	0.0151847	0.4986842	0.161375	0.2392712	0.2907698	0.0166052	0.5159711
net1_cond86	0.1491726	0.0980863	0.4865361	0.0495603	0.4542547	0.425804	0.6060437	0.6966441	0.5494904	0.4330852	0.2852151	0.1017745	0.1336608	0.0125185	0.4384826	0.3042399	0.0902763	0.6805217	0.2558022	0.1992857	0.1833386	0.6450009	0.2578122	0.0011212	0.6128396	0.5478369	0.6034568	0.5401078	0.5232997	0.0037442	0.0344046	0.0612095	0.2302426	0.4975772	0.6010404	0.534198	0.6101892	0.4901119	0.6663975	0.6094597	0.2568717	0.0265813	0.0112883	0.1878095	0.4770169	0.0660592	0.0017634	0.5835389	0.1528106	0.0002078	0.4107234	0.620233	0.0007955	0.0481347	0.4209611	0.1232224	0.3305495	0.0029779	0.4523708	0.0703222	0.044029	0.7038295	0.3368354	0.6597221	0.1290037	0.1105819	0.266169	0.1993019	0.0634073	0.0271572	0.5488526	0.2276375	0.335219	0.4527068	0.5826533	0.0039197	0.3412027	0.2258312	0.6218393	0.5693342	0.5738192	0.5807441	0.2761038	0.0534144	0.0025204	0.5982824	0.0024036	0.3547158	0.0355462	0.3072993	0.679327	0.5568952	0.0051561	0.0460651	0.5429822	0.1482237	0.3264203	0.3728065	0.0058419	0.5939694
net1_cond87	0.17342	0.2726237	0.4469206	0.154476	0.104165	0.0512099	0.5769965	0.1305123	0.5286464	0.2451548	0.3081466	0.7201178	0.4997974	0.1020434	0.3667859	0.5393843	0.2412366	0.7305591	0.3908233	0.106506	0.1645542	0.56538	0.3470742	0.029901	0.5376741	0.5966516	0.4197762	0.6432222	0.5110796	0.3405818	0.0010071	0.0632441	0.2006449	0.4707339	0.4783712	0.74939	0.6581942	0.3174501	0.7366344	0.6091101	0.323774	0.0835121	0.0078127	0.0226874	0.3448246	0.1140911	0.0083491	0.6823531	0.1826904	0.0267648	0.3294791	0.4407577	0.0450172	0.027026	0.3366095	0.0720085	0.1565576	0.1705649	0.3879721	0.0557594	0.1352711	0.5791588	0.3031062	0.6831517	0.0813645	0.1158729	0.1468154	0.1042058	0.2035732	0.054161	0.5860978	0.2383859	0.2965204	0.4157123	0.6098487	0.0037096	0.3986797	0.3904663	0.606005	0.52246	0.487257	0.4059622	0.1094361	0.0410087	0.0014012	0.6275442	9.57e-05	0.0725301	0.2206447	0.4901452	0.2576945	0.7009123	0.0228351	0.0130333	0.3635665	0.0919273	0.6405403	0.2950483	0.0024895	0.6054152
net1_cond88	0.269887	0.2239337	0.4613622	0.1508115	0.4214599	0.3419769	0.4790598	0.1369426	0.6137247	0.4610938	0.2148075	0.6241201	0.118994	0.0664626	0.4500983	0.704365	0.0965779	0.6939412	0.5961488	0.3520797	0.1180181	0.6461035	0.1856989	0.0005985	0.5613282	0.6598046	0.5172581	0.4949537	0.4022759	0.2556647	0.0069581	0.0420886	0.0649656	0.7375188	0.4968263	0.6511438	0.6461307	0.5012349	0.7272345	0.4908684	0.1573529	0.163212	0.1389349	0.4178511	0.1789087	0.0985729	0.034278	0.6095468	0.0106335	0.0006626	0.0956574	0.5451135	0.0212902	0.0188774	0.4313312	0.0697553	0.4172501	0.1023963	0.635478	0.0076931	0.016242	0.6864127	0.33525	0.5789634	0.2763298	0.0867595	0.2218751	0.1557451	0.0975043	0.2782755	0.5013163	0.3762927	0.1980433	0.2572675	0.4087134	0.3836976	0.3529137	0.3599065	0.5371239	0.5455177	0.5920397	0.3716788	0.2940721	0.0179741	0.0009631	0.4198042	0.0012064	0.1227059	0.2456932	0.1131519	0.1404767	0.49822	0.2507699	0.0086986	0.3978923	0.4147581	0.3829914	0.2452923	0.0249958	0.3537815
net1_cond89	0.1969433	0.0604467	0.5752618	0.1230627	0.4259126	0.4902194	0.7214252	0.0784784	0.6061613	0.2238528	0.1383507	0.5534942	0.2329175	0.0434958	0.3004403	0.4752959	0.2276785	0.6837183	0.4093336	0.2695267	0.0051882	0.6250398	0.1694073	0.0149972	0.5939522	0.720277	0.5314953	0.5166033	0.6102934	0.3778033	0.0229626	0.0128947	0.1685681	0.4995711	0.5284177	0.4450142	0.6379404	0.4056655	0.073067	0.6052719	0.1233968	0.248754	0.021066	0.1835747	0.3437941	0.1828853	0.2369568	0.4288389	0.0288723	0.0409366	0.3389399	0.6235574	0.0174313	0.0648799	0.2216358	0.1778744	0.4273836	0.2423634	0.6331769	0.0668498	0.0696437	0.5580545	0.1757441	0.5825326	0.2304369	0.1237605	0.2123091	0.1632063	0.0853226	0.0347297	0.5609672	0.3302215	0.1454858	0.5391688	0.2915216	0.0012025	0.303626	0.065018	0.5130938	0.4466113	0.5445536	0.5244924	0.1812833	0.0198066	0.0029789	0.2336646	0.1466585	0.0564239	0.0178236	0.3205907	0.465314	0.6435235	0.326013	0.0150255	0.5693117	0.1005539	0.6068668	0.4200352	0.0005672	0.5771445
net1_cond90	0.3065607	0.3437922	0.446569	0.1716738	0.5304969	0.3490766	0.5813108	0.6487116	0.5316185	0.27436	0.2544541	0.2122704	0.1605283	0.0379588	0.3697129	0.3218516	0.2027602	0.6080902	0.0596281	0.4600423	0.1107744	0.6897721	0.2440763	0.0019093	0.6463439	0.3982855	0.366598	0.3403158	0.7187457	0.6231317	0.0046635	0.333161	0.113296	0.5553193	0.481811	0.5754772	0.5652334	0.4340058	0.5970462	0.5106443	0.2790683	0.0663938	0.0001458	0.4159747	0.2139595	0.0319481	0.3345732	0.4762464	0.0843315	0.000176	0.1667908	0.5508746	0.0389505	0.0274011	0.2756065	0.2077186	0.3920424	0.2920181	0.5733504	0.113502	0.1861544	0.1820333	0.2383425	0.6520078	0.1419094	0.1054027	0.13415	0.1694966	0.0984789	0.0244219	0.3831054	0.3692359	0.1886585	0.2107456	0.2529806	0.0010468	0.2444452	0.2708246	0.6710274	0.4374965	0.5346978	0.4019139	0.2260893	0.2797803	0.1750045	0.6187852	0.3254536	0.0960202	0.0399161	0.4548318	0.0582579	0.1251605	0.4499282	0.2463109	0.5749492	0.2413095	0.6180168	0.6828301	0.0883158	0.5373376
net1_cond91	0.1503187	0.2253739	0.3819151	2.04e-05	0.4275585	0.4375379	0.5192319	0.2354965	0.572891	0.4691638	0.062521	0.5045185	0.4167174	0.041915	0.4076437	0.5500747	0.3796982	0.0021394	0.3445255	0.0874178	0.1674626	0.5700168	0.1304579	0.0006832	0.7246334	0.6857782	0.3973277	0.4928895	0.6625059	0.1588952	0.044432	0.0313973	0.154893	0.5088627	0.3098761	0.4844969	0.6346542	0.5796707	0.6841328	0.6193141	0.3011072	0.0320038	0.0894852	0.0632757	0.1726095	0.1237581	0.0604962	0.6842291	0.1279237	0.0147796	0.362515	0.6122076	0.0001652	0.072757	0.42437	0.1248566	0.4673485	0.3416031	0.5510681	0.0548252	0.0192688	0.6449827	0.2988294	0.7096124	0.0901525	0.1139864	0.222827	0.1441782	0.0631134	0.1192437	0.4626162	0.2270585	0.0286234	0.1072759	0.3306683	0.0430597	0.4615234	0.0865405	0.6573093	0.5258286	0.3700691	0.4746917	0.2830224	0.0150308	0.0002275	0.4010892	0.0101572	0.4123052	0.1934824	0.1473932	0.3185829	0.7646536	0.1160178	0.0002574	0.5423196	0.3302236	0.4876554	0.1193179	0.0178832	0.5828958
net1_cond92	0.2492519	0.3056543	0.3495724	0.1360464	0.4596678	0.1728834	0.7480124	0.574384	0.5856687	0.5055245	0.0811557	0.1271344	0.3170509	0.0927565	0.40075	0.5064223	0.4075231	0.7602354	0.5689348	0.3687034	0.1255413	0.4782587	0.1548967	0.0327597	0.526306	0.7200183	0.4769316	0.3785339	0.6570677	0.3325582	0.0032294	0.0336332	0.0907641	0.46212	0.7248329	0.4692777	0.6757995	0.3926886	0.6335087	0.4473089	0.0448613	0.1862946	0.1215191	0.4816038	0.512271	0.1916558	0.2635385	0.6706899	0.008443	0.0194682	0.1164979	0.4896852	0.0189028	0.0547352	0.3863639	0.150698	0.4759552	0.0003386	0.5758341	0.0487935	0.0377144	0.700838	0.3822655	0.6775682	0.2641482	0.0313047	0.097131	0.1791559	0.0404358	0.0078069	0.5165636	0.2190328	0.136228	0.0458792	0.5450029	0.1122079	0.0920344	0.1046253	0.4978033	0.2899213	0.5238162	0.6601096	0.2132146	0.0010393	0.004871	0.6082577	0.234944	0.2214893	0.5312229	0.3030913	0.2786989	0.6010969	0.0057529	0.0211965	0.5881529	0.0890789	0.2504325	0.403318	0.0001507	0.6253046
net1_cond93	0.1482111	0.536437	0.5098038	0.092994	0.5190149	0.5062862	0.5914115	0.5087955	0.5392184	0.4174239	0.2399184	0.1461887	0.2522307	0.1204131	0.4747509	0.6362436	0.197744	0.6382621	0.6696685	0.3465255	0.2795766	0.3857872	0.1167752	0.0038288	0.6326875	0.543307	0.6787483	0.6147183	0.4701917	0.3943099	0.0194187	0.0411659	0.2895327	0.4336067	0.607135	0.3031461	0.4149023	0.1270634	0.6279774	0.5357816	0.1804289	0.4064755	0.1201025	0.4223931	0.3390906	0.1422642	0.0481711	0.668987	0.1924914	0.0228384	0.2222416	0.6050562	6.74e-05	0.0287633	0.5462457	0.1786599	0.5252288	0.1871449	0.7185202	0.0016024	0.0832697	0.7066343	0.3783223	0.7029138	0.0943693	0.0335432	0.0013064	0.2012666	0.0823956	0.051452	0.552845	0.2508081	0.0618792	0.6228094	0.5223514	0.1348679	0.3948969	0.0300894	0.6429329	0.5124871	0.335442	0.619029	0.285397	0.0053342	0.0005946	0.5170554	0.1903636	0.0517773	0.0184646	0.3009284	0.5111394	0.7345	0.2793322	0.0125759	0.5761187	0.3703443	0.3806984	0.2523935	0.0013801	0.6430642
net1_cond94	0.3591084	0.3017811	0.2745972	0.0739288	0.0647637	0.3958305	0.2242635	0.5476884	0.617342	0.553187	0.0931698	0.2453772	0.2088743	0.0365929	0.616811	0.6481715	0.1449124	0.559857	0.4363288	0.5197622	0.0110356	0.5766947	0.5224693	0.002884	0.6329242	0.6085018	0.6098419	0.724336	0.4187875	0.3573525	0.0042973	0.0060645	0.2120348	0.4452526	0.6987746	0.5854881	0.6005441	0.4343493	0.53319	0.7112562	0.1350392	0.0098938	0.3407578	0.0113153	0.1789419	0.1080236	0.0180215	0.5382944	0.1903903	0.0	0.4723629	0.6683425	0.0097115	0.0261402	0.4162713	0.0948915	0.2115911	0.3979984	0.2740083	0.0766239	0.0299714	0.5575129	0.3449965	0.7023284	0.08556	0.0221806	0.2064394	0.1323008	0.2464116	0.4825126	0.6431863	0.381072	0.0425612	0.5003965	0.4912758	0.0001779	0.3409029	0.1963722	0.3532213	0.6082465	0.6208409	0.4014766	0.313186	0.0028688	0.0041298	0.5022472	0.0704842	0.1152235	0.0358062	0.412885	0.2813332	0.6533086	0.1280951	0.0006941	0.4161405	0.2461064	0.3901099	0.3867565	0.052255	0.5646567
net1_cond95	0.1976471	0.3352411	0.3842828	0.1151024	0.2249551	0.187697	0.4146011	0.6616178	0.5615498	0.3481391	0.0064212	0.2309227	0.3698115	0.0621352	0.3046564	0.5939483	0.108552	0.4572498	0.2804872	0.2002957	0.0200392	0.7605458	0.2832269	0.0027769	0.5624178	0.538866	0.4727094	0.6736141	0.5586207	0.5508202	0.0372448	0.3299394	0.1432491	0.5027458	0.4929529	0.5705074	0.5384547	0.4340613	0.5635205	0.7633174	0.1521555	0.1524278	0.1915276	0.0265214	0.181054	0.0991745	0.0077957	0.4983357	0.1074035	0.0071902	0.3692339	0.5631158	0.0116231	0.0098149	0.3465732	0.0972015	0.1775938	0.2327749	0.3773033	0.0929598	0.1728158	0.5565427	0.3285396	0.5807114	0.1527824	0.1053076	0.0001164	0.1093052	0.2027707	0.068201	0.4909223	0.3003684	0.2574917	0.3514152	0.5998806	0.0008673	0.2189183	0.516295	0.7116932	0.5104148	0.5882772	0.6031792	0.2715977	0.4539637	0.1834885	0.6628042	0.0211059	0.1077742	0.0293588	0.3558158	0.2963624	0.1455313	0.0328569	0.2235917	0.6288398	0.0858415	0.6494154	0.2611319	0.0608549	0.6204387
net1_cond96	0.070287	0.1464323	0.2551373	0.0968922	0.1852043	0.2786345	0.5516428	0.43831	0.5654253	0.2580884	0.0564026	0.3694307	0.4126209	0.0476917	0.2894399	0.8178122	0.1236467	0.6858084	0.4666121	0.2050525	0.1314317	0.5655532	0.2550441	0.010302	0.5963658	0.6307195	0.4170403	0.4191086	0.6949358	0.2282747	0.0045759	0.0089623	0.2459536	0.5380191	0.4744847	0.5775251	0.5187345	0.1352358	0.0503892	0.4962913	0.0595152	0.0661878	0.036563	0.1566519	0.3258708	0.0741806	0.0026493	0.6218525	0.1936375	0.0030593	0.3268913	0.684598	6.69e-05	0.0670416	0.4366763	0.121677	0.2980808	0.0006586	0.4275214	0.0447674	0.0	0.484418	0.389599	0.6419938	0.1195516	0.0962921	0.0003267	0.1328631	0.1147318	0.1884827	0.6102466	0.3483247	0.0450705	0.4281629	0.6324194	3.5e-05	0.2602007	0.2238954	0.2500895	0.4833549	0.5644487	0.698329	0.1974552	0.0217951	0.0018726	0.5879514	0.1080405	0.0669691	0.413418	0.2642406	0.7324497	0.507643	0.0431577	0.0054326	0.6069504	0.490394	0.4487252	0.4110195	0.0341146	0.5305927
